"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Montréal, Quebec [24462]","2021A003524462","Youth violent crime severity index","Index","160","units","0","v53079502","14.9","","..","","","2"
"2016","Montréal, Quebec [24462]","2021A003524462","Youth violent crime severity index","Index","160","units","0","v53079502","14.9","","..","","","2"
"2017","Montréal, Quebec [24462]","2021A003524462","Youth violent crime severity index","Index","160","units","0","v53079502","14.9","","..","","","2"
"2018","Montréal, Quebec [24462]","2021A003524462","Youth violent crime severity index","Index","160","units","0","v53079502","14.9","","..","","","2"
"2019","Montréal, Quebec [24462]","2021A003524462","Youth violent crime severity index","Index","160","units","0","v53079502","14.9","","..","","","2"
"2020","Montréal, Quebec [24462]","2021A003524462","Youth violent crime severity index","Index","160","units","0","v53079502","14.9","","..","","","2"
"2021","Montréal, Quebec [24462]","2021A003524462","Youth violent crime severity index","Index","160","units","0","v53079502","14.9","","..","","","2"
"2006","Montréal, Quebec [24462]","2021A003524462","Percent change in youth violent crime severity index","Percent","239","units","0","v87984877","14.10","0.00","","","","2"
"2007","Montréal, Quebec [24462]","2021A003524462","Percent change in youth violent crime severity index","Percent","239","units","0","v87984877","14.10","0.00","","","","2"
"2008","Montréal, Quebec [24462]","2021A003524462","Percent change in youth violent crime severity index","Percent","239","units","0","v87984877","14.10","0.00","","","","2"
"2009","Montréal, Quebec [24462]","2021A003524462","Percent change in youth violent crime severity index","Percent","239","units","0","v87984877","14.10","0.00","","","","2"
"2010","Montréal, Quebec [24462]","2021A003524462","Percent change in youth violent crime severity index","Percent","239","units","0","v87984877","14.10","0.00","","","","2"
"2011","Montréal, Quebec [24462]","2021A003524462","Percent change in youth violent crime severity index","Percent","239","units","0","v87984877","14.10","","..","","","2"
"2012","Montréal, Quebec [24462]","2021A003524462","Percent change in youth violent crime severity index","Percent","239","units","0","v87984877","14.10","","..","","","2"
"2013","Montréal, Quebec [24462]","2021A003524462","Percent change in youth violent crime severity index","Percent","239","units","0","v87984877","14.10","","..","","","2"
"2014","Montréal, Quebec [24462]","2021A003524462","Percent change in youth violent crime severity index","Percent","239","units","0","v87984877","14.10","","..","","","2"
"2015","Montréal, Quebec [24462]","2021A003524462","Percent change in youth violent crime severity index","Percent","239","units","0","v87984877","14.10","","..","","","2"
"2016","Montréal, Quebec [24462]","2021A003524462","Percent change in youth violent crime severity index","Percent","239","units","0","v87984877","14.10","","..","","","2"
"2017","Montréal, Quebec [24462]","2021A003524462","Percent change in youth violent crime severity index","Percent","239","units","0","v87984877","14.10","","..","","","2"
"2018","Montréal, Quebec [24462]","2021A003524462","Percent change in youth violent crime severity index","Percent","239","units","0","v87984877","14.10","","..","","","2"
"2019","Montréal, Quebec [24462]","2021A003524462","Percent change in youth violent crime severity index","Percent","239","units","0","v87984877","14.10","","..","","","2"
"2020","Montréal, Quebec [24462]","2021A003524462","Percent change in youth violent crime severity index","Percent","239","units","0","v87984877","14.10","","..","","","2"
"2021","Montréal, Quebec [24462]","2021A003524462","Percent change in youth violent crime severity index","Percent","239","units","0","v87984877","14.10","","..","","","2"
"2000","Montréal, Quebec [24462]","2021A003524462","Youth non-violent crime severity index","Index","160","units","0","v53079494","14.11","","..","","","2"
